income,height,weight,age,marital,sex,education,afqt
25000,71,220,52,married,male,12,7.627
25000,73,230,48,married,male,12,47.464
29000,65,153,49,married,female,14,78.543
29000,61,180,49,married,female,13,89.248
75000,64,150,53,married,female,13,44.875
140000,66,132,51,divorced,female,14,79.569
105000,71,178,51,married,male,18,88.511
42000,68,185,49,married,male,12,68.273
93600,66,230,54,married,female,16,45.63
24000,69,200,49,divorced,male,14,56.491
71000,67,189,48,divorced,female,16,55.573
41000,66,229,54,married,female,13,48.144
16393,64,142,53,married,female,12,39.399
32000,66,210,53,married,male,12,57.518
30000,62,211,52,married,female,12,41.091
25000,66,155,48,divorced,female,12,37.211
300,67,230,51,married,female,12,26.828
40000,70,180,50,married,female,16,62.172
13800,64,230,53,married,female,11,32.803
17000,69,155,54,married,male,20,94.463
40000,66,160,49,married,male,19,95.56
25000,73,170,50,divorced,male,11,19.489
343830,77,260,50,divorced,male,16,90.937
76000,72,205,50,married,male,12,67.455
55000,77,235,54,married,male,14,NA
49000,66,193,48,married,female,13,97.301
53000,68,200,50,married,male,12,74.784
26241,63,120,52,divorced,female,12,37.129
28000,69,145,50,married,male,12,69.48
14972,71,200,53,married,male,9,20.238
23000,66,165,52,married,female,12,25.665
30000,64,180,55,widowed,female,12,21.622
24000,62,190,55,divorced,female,10,16.414
33000,69,195,53,married,male,13,57.85
53000,68,160,49,divorced,male,18,64.709
45000,64,150,48,married,female,13,38.249
45000,70,180,49,single,male,14,71.804
90000,71,190,55,married,male,16,79.94
45000,70,185,55,married,male,12,39.968
5164,64,190,55,single,female,12,28.235
127000,73,200,50,married,male,18,88.459
23000,70,200,52,single,male,12,58.556
1000,66,290,55,divorced,female,15,64.202
35730,71,480,50,married,male,12,55.13
42000,64,125,54,married,female,16,16.574
91000,70,205,54,married,male,14,94.069
343830,72,220,51,married,male,16,84.042
7000,65,145,48,married,female,14,80.41
13000,75,160,49,divorced,female,12,42.884
10005,72,180,48,divorced,male,12,32.682
35000,67,165,52,married,female,16,73.711
49000,69,225,50,married,male,13,66.867
2500,72,260,49,married,male,12,76.005
19000,67,175,55,divorced,male,14,81.543
22000,62,160,49,married,female,12,11.934
60000,69,195,53,married,male,12,50.21
68000,66,205,53,married,female,14,90.558
42000,70,188,50,married,male,14,NA
25000,64,150,53,married,female,12,39.571
120000,71,225,50,married,male,16,58.333
100000,70,190,48,married,male,12,9.203
8600,66,132,51,married,female,12,13.091
2500,65,128,50,married,female,13,28.439
50000,67,195,55,divorced,male,12,24.83
41000,62,155,52,married,female,16,30.397
14000,70,200,53,single,male,12,35.987
30000,64,140,52,married,female,11,3.243
54000,74,185,52,divorced,male,12,29.224
70000,72,225,51,married,male,13,98.399
18900,69,145,50,married,female,13,62.877
50000,62,115,54,separated,female,12,35.478
115000,64,123,53,married,female,16,38.63
135000,68,200,51,married,male,16,75.455
65000,69,185,48,divorced,male,12,42.818
3000,65,180,53,married,female,18,92.726
43000,70,219,52,married,male,16,65.344
49000,61,190,51,separated,female,16,99.523
46000,62,150,49,married,female,16,86.171
28000,68,250,51,divorced,male,12,72.096
100000,69,205,53,divorced,male,11,40.858
19110,69,230,52,married,female,12,70.61
130500,74,200,48,married,male,16,93.207
97500,61,NA,51,married,female,20,74.219
52000,60,150,48,married,female,14,71.891
10000,68,125,52,married,female,12,30.568
54000,67,170,52,married,female,14,74.666
30000,70,250,55,divorced,male,14,76.751
47000,60,150,53,married,female,18,88.401
20000,67,200,50,married,female,16,75.897
71000,71,150,50,married,male,16,66.774
44000,66,185,54,married,female,19,82.981
35000,69,155,51,married,male,12,37.594
55000,64,105,51,divorced,female,12,27.254
26000,69,212,51,married,male,12,7.222
42000,76,210,50,married,male,12,42.748
65000,73,175,51,separated,male,10,20.223
45000,76,210,48,married,male,12,10.007
68000,62,250,53,single,female,12,51.366
120000,71,210,52,married,male,12,42.596
30000,68,177,51,married,male,10,6.212
78000,65,165,51,married,female,18,97.318
25000,60,195,52,married,female,16,87.121
36000,62,140,50,married,female,12,66.724
5000,63,141,49,married,female,11,43.541
120000,68,200,50,married,male,11,34.866
40000,72,225,48,married,male,15,73.986
18000,63,120,50,married,female,18,86.396
80000,71,210,52,married,female,12,15.538
44633,65,180,52,married,female,16,90.608
58000,69,185,54,married,male,13,75.03
24198,62,146,48,married,female,12,76.118
110240,71,283,54,married,male,14,56.648
103000,68,185,54,married,male,14,67.777
41500,70,215,52,married,male,14,NA
40000,62,110,49,married,female,20,93.856
27000,65,200,51,divorced,female,18,63.94
45000,67,220,49,married,female,14,44.006
9500,64,145,55,married,female,18,77.623
71600,62,150,51,widowed,female,12,58.878
170000,67,168,48,married,male,20,74.682
65000,65,160,51,married,male,12,69.118
110000,71,226,50,married,male,16,99.581
60000,70,220,52,married,male,12,52.493
28000,62,138,55,married,female,12,32.062
55000,72,185,52,married,male,16,91.219
21000,72,168,54,divorced,male,12,20.581
12000,59,100,53,divorced,female,10,41.277
102000,70,175,50,married,male,17,94.6
45000,61,163,49,married,female,16,8.642
107000,63,155,55,married,female,20,74.779
18720,64,141,49,divorced,female,11,44.873
35000,72,175,47,divorced,female,12,53.648
26000,70,256,53,married,male,7,4.107
4000,67,187,49,separated,female,11,7.355
60000,64,NA,54,single,female,15,24.11
16000,61,165,48,married,female,8,13.369
22000,65,175,52,married,male,9,7.37
14000,63,165,49,married,female,8,5.128
31000,66,235,51,married,male,12,21.392
26000,64,180,48,married,male,8,1.722
11304,61,180,53,married,female,12,13.722
23500,67,230,53,widowed,male,4,NA
16000,61,125,50,separated,female,7,16.569
50000,68,194,54,married,male,10,2.64
40000,66,147,51,married,female,14,62.384
20000,66,200,51,divorced,female,11,50.68
56000,62,132,52,married,female,16,81.414
43500,72,260,53,married,male,20,78.514
68000,69,250,53,married,male,17,87.232
40000,68,246,53,married,female,12,38.206
29000,60,130,50,married,female,12,34.223
42000,65,260,48,married,female,16,25.784
17000,62,167,52,married,female,12,13.303
30000,64,160,54,single,male,15,57.714
60000,66,115,50,married,female,20,63.262
72000,70,195,48,married,male,14,47.892
16640,58,149,55,divorced,female,4,2.09
9400,62,174,53,separated,female,12,7.961
111000,62,170,50,married,female,16,25.652
115000,68,170,54,married,male,16,73.187
110000,67,180,52,divorced,male,16,56.056
34000,63,202,49,married,female,9,1.93
23000,62,162,50,single,female,12,22.776
24000,69,180,48,married,male,12,12.32
26000,65,170,52,separated,male,12,13.404
18300,61,120,50,widowed,female,10,34.134
27000,60,130,48,divorced,female,12,6.748
30000,64,194,48,married,male,12,17.63
40000,69,185,51,married,male,16,90.519
31000,67,245,52,married,male,10,10.747
35000,74,300,54,divorced,male,11,10.936
43000,71,240,54,married,male,10,3.167
50000,66,200,50,married,female,12,17.373
96761,71,195,51,married,female,18,34.081
343830,71,180,49,married,male,18,79.723
41000,70,145,49,divorced,male,14,92.116
65000,72,240,53,married,male,10,59.815
11000,57,170,52,separated,female,11,52.886
3000,65,139,50,married,female,16,56.612
42000,71,206,49,single,male,12,55.89
24000,70,210,54,divorced,male,12,3.877
25000,73,227,52,married,male,12,18.418
31000,65,NA,51,married,female,12,13.939
55000,62,165,51,married,female,14,76.513
34000,63,178,52,married,female,12,46.571
58000,66,212,50,married,female,16,82.385
51000,63,240,48,divorced,female,16,67.494
32000,71,248,55,married,male,12,50.562
48000,65,190,56,married,female,13,66.725
4000,64,125,55,married,female,14,37.729
36000,72,215,53,married,male,12,52.01
35000,61,200,52,married,female,12,31.161
25000,69,180,54,married,male,8,13.768
4940,65,160,55,married,female,12,8.081
6000,72,220,55,single,male,12,30.562
45000,75,232,55,divorced,male,11,18.88
20000,66,185,56,married,female,12,NA
17000,66,190,54,married,female,12,27.325
20000,70,185,50,married,male,12,73.536
6000,64,165,48,married,female,11,8.653
48000,74,266,50,divorced,male,9,0.643
45000,70,235,48,married,male,14,51.839
100000,72,200,50,married,male,14,46.116
40000,68,175,50,divorced,male,16,71.977
49500,64,140,48,married,male,14,8.889
78000,68,205,52,married,male,12,14.687
62000,66,197,53,married,female,16,62.129
23000,66,165,52,married,female,16,30.365
27000,72,244,49,married,male,12,16.598
20000,72,NA,50,married,male,12,31.63
45000,73,185,55,married,male,14,68.644
10000,65,225,52,married,female,13,76.999
4000,64,85,52,divorced,female,9,6.881
57000,70,230,52,married,male,12,17.442
40000,65,190,48,married,male,12,10.37
17000,61,140,54,single,female,14,NA
25000,65,185,53,married,male,12,4.598
55000,72,180,50,separated,male,12,90.597
70000,71,200,48,married,male,13,65.61
65000,70,280,51,married,male,14,18.985
69000,65,230,50,married,female,16,32.049
39000,62,230,49,single,female,14,72.7
35000,67,210,49,divorced,male,11,17.576
31960,64,235,48,married,female,12,27.856
10000,69,185,50,married,female,12,49.671
60000,73,210,53,married,male,16,86.52
41000,72,190,48,married,male,13,53.908
88000,73,195,52,married,male,12,13.683
75000,61,130,49,married,female,14,72.322
60000,64,140,52,married,female,19,62.369
47000,59,135,52,divorced,female,11,18.908
60500,67,205,49,single,male,12,47.307
84000,71,220,54,married,male,13,73.761
135000,65,200,49,married,female,18,95.131
50000,63,140,54,married,female,14,96.898
100000,70,210,55,divorced,male,12,87.04
32565,67,135,53,divorced,female,16,97.137
14500,66,150,51,single,female,16,91.68
175000,62,120,49,married,female,18,98.492
343830,72,218,49,married,male,16,96.763
35000,76,250,55,single,male,12,33.73
30000,61,198,49,divorced,female,12,58.761
65000,72,205,49,married,male,12,84.767
343830,69,200,49,married,male,18,97.983
12000,64,230,54,married,female,12,32.795
54000,72,230,51,married,male,11,57.774
7200,66,175,49,married,female,12,27.951
82000,72,215,55,married,male,16,56.211
92000,68,175,51,separated,male,17,74.671
80000,71,200,49,married,male,18,56.887
28000,69,241,50,single,male,20,99.157
27000,69,168,52,single,male,9,7.718
85000,70,200,52,divorced,male,12,NA
65000,65,150,54,married,female,14,84.187
42000,68,150,55,divorced,female,12,27.641
92000,68,125,53,married,female,12,42.864
27000,70,190,52,married,male,12,18.286
22000,64,145,54,married,female,11,33.954
10000,66,180,53,separated,female,12,67.886
115000,62,110,49,divorced,female,16,69.302
343830,67,165,52,married,male,19,99.256
343830,66,136,50,married,female,16,94.588
343830,74,210,48,married,male,16,81.941
343830,70,170,51,married,male,18,85.579
46000,63,140,54,divorced,female,18,98.731
93000,71,170,51,married,male,19,83.613
170000,73,230,51,married,male,16,82.751
42000,67,140,48,married,female,18,93.168
24000,69,198,50,married,male,14,36.386
24000,72,240,52,single,male,14,9.607
110000,71,183,54,married,male,18,99.37
20000,65,165,54,married,female,12,53.239
100000,68,175,51,married,male,12,52.232
62000,72,230,48,married,male,12,39.227
73000,72,270,50,married,male,12,57.962
27000,60,135,49,divorced,female,16,96.193
58000,66,180,54,divorced,female,18,84.197
42000,62,139,52,married,female,16,70.097
800,61,160,52,single,male,3,3.573
10800,59,115,50,divorced,female,13,18.123
6000,66,215,53,married,female,16,70.882
29000,60,116,51,married,female,13,36.114
25000,63,150,53,married,female,17,NA
343830,69,175,48,married,male,20,92.533
70000,74,189,50,divorced,male,14,70.94
60000,68,190,48,married,female,16,85.937
13000,64,125,55,married,female,16,79.666
48000,68,160,54,married,female,16,52.547
65000,73,285,49,married,male,16,81.036
59321,67,200,50,married,female,14,54.754
30000,68,175,50,married,male,11,33.606
140000,72,170,48,married,male,16,90.655
125000,65,130,49,married,female,20,77.435
80000,61,125,54,married,female,19,78.001
343830,73,215,50,married,male,16,59.686
40000,66,122,51,married,female,16,60.684
22000,67,168,48,married,male,10,30.614
43000,70,186,49,married,male,12,31.213
40000,77,375,50,married,male,14,95.172
62000,68,240,48,married,male,12,68.2
45000,68,180,50,single,male,12,40.065
48000,62,168,54,married,female,12,36.622
1500,61,153,50,married,female,14,46.418
343830,69,155,55,married,male,20,98.312
6742,62,165,47,married,female,14,18.111
170000,74,235,51,married,male,16,96.417
144000,71,230,48,single,male,16,90.461
165000,73,185,52,married,male,16,78.044
62000,68,190,48,married,male,19,99.192
12480,65,NA,50,married,female,12,74.992
45000,61,190,50,married,female,16,60.487
17000,66,172,50,divorced,female,12,NA
82000,73,230,54,married,male,12,64.927
28800,64,143,52,married,female,12,28.057
40000,69,190,54,separated,male,14,68.855
85000,73,201,54,married,male,12,56.956
50000,68,195,53,divorced,male,12,63.02
110000,64,180,51,married,female,18,86.942
35000,68,153,55,single,female,12,50.059
20000,61,151,48,married,female,13,42.897
343830,74,210,53,married,male,14,57.016
90000,75,225,51,married,male,16,79.756
125000,70,185,51,single,male,18,63.843
24000,61,135,49,married,female,12,47.078
33000,68,175,51,married,female,12,35.837
60000,71,165,49,married,male,14,27.309
37000,63,195,54,divorced,female,11,NA
22000,70,330,53,divorced,male,14,81.959
120000,73,210,55,married,male,20,75.947
45000,60,220,48,married,female,12,71.321
57000,64,166,55,married,female,12,84.533
104000,71,235,54,married,male,12,72.993
45000,64,215,53,divorced,male,12,71.201
13000,66,180,54,married,female,14,92.464
45000,60,180,51,married,female,12,48.152
19175,62,110,48,married,female,12,71.492
28000,64,120,50,divorced,female,10,42.04
36000,60,115,52,divorced,female,12,29.399
26000,75,175,49,married,male,12,18.999
31000,64,130,54,married,female,12,19.496
99000,66,135,51,married,female,16,49.827
60000,71,200,55,divorced,male,12,15.551
343830,73,208,53,married,male,14,17.174
60000,68,145,54,married,female,16,49.223
343830,73,200,55,married,male,16,82.256
50000,74,215,51,married,male,12,NA
26000,63,135,55,single,female,16,26.227
58000,74,235,55,married,male,12,16.973
32000,65,160,54,divorced,female,12,55.687
27000,62,135,49,divorced,female,12,63.437
34000,68,182,48,married,male,12,58.906
61000,74,330,54,married,male,12,45.819
343830,70,210,52,married,male,16,89.903
50000,64,180,50,married,female,16,87.496
60000,67,170,50,married,male,9,NA
53000,72,170,53,single,male,14,93.403
38875,65,210,52,single,female,14,73.371
50000,64,170,48,single,female,14,39.958
20000,62,NA,56,widowed,female,12,18.165
2000,64,160,54,married,female,12,14.147
3000,67,160,55,married,female,12,42.733
34000,63,120,54,married,female,13,53.65
95000,70,185,49,married,male,16,34.227
12500,68,193,49,married,female,16,57.237
30000,77,260,54,married,male,12,27.065
85000,73,170,51,married,male,14,97.618
37000,68,210,49,married,male,11,0.953
24000,66,130,49,divorced,female,12,67.298
64000,71,150,48,married,female,18,85.394
29250,67,165,48,married,female,14,65.348
36836,61,195,52,married,female,12,46.813
66000,64,140,51,married,female,19,98.588
55000,63,210,51,married,female,17,80.097
120000,68,180,49,divorced,female,18,44.232
38000,64,153,53,divorced,female,12,40.008
27000,69,145,51,single,male,12,23.306
92000,73,230,55,married,male,12,63.44
5000,65,160,49,married,female,14,35.994
35000,65,155,50,divorced,female,15,34.968
20561,62,132,50,married,female,13,86.91
62000,71,280,53,married,male,12,90.601
56000,67,350,51,married,male,12,83.367
11000,72,205,51,married,male,12,16.094
45000,70,230,51,married,male,12,57.01
25000,67,170,54,married,male,18,85.855
80000,73,200,54,married,male,12,37.729
343830,72,240,49,married,male,18,100
67500,65,190,51,married,female,16,50.223
15000,69,145,51,married,female,16,80.71
79000,68,120,52,divorced,female,18,74.184
25000,65,NA,52,married,female,12,4.382
343830,61,141,53,married,female,16,85.289
59000,64,195,51,widowed,female,12,39.186
90000,72,215,53,married,male,16,81.144
12500,60,135,51,married,female,18,78.547
58500,63,130,48,married,female,16,56.562
42000,70,195,52,divorced,male,14,69.35
60000,70,175,50,divorced,male,17,NA
35000,72,195,49,divorced,male,14,49.448
110000,62,130,49,married,female,16,95.012
32000,64,160,54,married,female,12,35.413
60000,62,122,50,married,female,12,40.18
40000,74,235,51,married,male,16,99.463
132000,71,184,54,married,male,19,90.399
343830,71,170,52,married,male,19,98.699
343830,69,185,50,married,male,18,96.789
165000,70,140,52,married,male,20,96.915
24000,66,120,50,married,female,14,NA
64000,69,248,52,separated,male,12,15.835
68000,64,110,55,divorced,female,16,76.903
343830,74,220,54,married,male,19,96.586
343830,71,200,53,married,male,20,97.762
24000,62,180,50,married,female,14,12.665
90000,72,190,51,married,male,14,75.44
50000,73,200,52,divorced,male,12,25.518
48000,65,200,52,married,male,12,59.617
79000,66,147,53,married,male,12,66.428
45000,61,133,52,separated,female,12,43.955
75000,63,155,56,married,female,18,69.661
28000,61,145,51,married,female,12,16.749
39200,64,193,49,divorced,female,16,88.518
95000,70,NA,48,married,female,16,83.732
82000,67,140,49,single,female,16,49.106
48000,69,150,55,married,male,12,57.768
110000,70,240,53,married,male,16,92.189
40000,70,170,49,married,male,12,73.204
48000,68,165,55,divorced,male,12,68.957
8000,71,174,52,married,male,18,95.111
10800,65,115,53,married,female,13,50.82
75000,72,190,51,married,male,14,60.974
94000,65,180,48,married,female,15,87.803
343830,72,180,54,divorced,male,18,77.251
7000,66,180,50,married,female,14,81.344
35600,65,157,51,married,female,16,100
72000,67,200,50,married,male,16,74.327
126000,68,175,48,married,male,20,82.125
32000,67,235,55,married,male,12,45.018
30000,63,130,53,married,female,14,64.311
20000,64,170,52,married,male,12,74.936
52000,60,105,52,divorced,female,14,45.032
38000,66,255,55,single,female,20,85.024
57000,71,165,51,married,male,18,96.819
25000,64,180,51,married,female,14,55.896
104000,63,175,54,divorced,female,16,58.532
20000,62,146,48,married,female,18,82.18
30000,67,161,49,married,female,12,51.236
45000,70,210,52,married,male,12,38.573
100000,72,180,49,married,male,12,43.302
44000,66,138,49,married,female,12,77.003
27000,62,190,51,married,female,14,56.14
10000,62,190,51,married,female,14,99.453
55000,67,210,49,married,male,12,78.718
20000,67,250,50,divorced,female,12,28.527
10580,63,251,49,divorced,female,12,0.572
41500,67,147,48,married,female,12,67.565
20000,72,200,51,divorced,male,12,91.683
50000,72,215,52,married,male,20,97.873
135000,70,165,50,married,male,18,98.634
38000,70,240,55,married,male,13,89.343
25000,61,170,52,single,male,10,16.527
103000,68,235,51,divorced,male,16,96.452
14000,67,310,50,single,male,12,78.896
28000,64,198,54,single,female,13,47.051
25000,63,160,52,single,female,12,10.456
18720,69,180,49,married,male,10,NA
85000,71,200,51,single,male,16,84.104
126000,64,175,54,married,female,18,60.446
28000,65,200,51,married,male,14,55.405
56000,71,155,52,married,male,14,33.772
120000,74,270,49,married,male,16,50.333
40000,59,132,50,single,female,12,14.453
40500,71,220,49,married,female,14,39.989
343830,72,207,52,married,male,18,93.795
64000,67,135,48,married,female,16,53.457
100000,65,142,52,divorced,female,18,94.74
45000,69,185,51,single,male,13,77.135
5000,65,148,54,married,female,16,94.269
33000,65,200,51,married,female,13,80.934
61325,64,170,48,married,female,18,78.189
30000,70,170,55,single,male,13,21.33
68000,66,230,51,single,female,17,92.951
45000,72,260,50,married,male,12,27.814
26000,68,170,51,single,male,12,18.024
34000,65,231,51,single,female,15,6.887
29000,62,261,55,married,female,17,34.992
25000,65,198,47,widowed,female,10,12.579
20000,63,111,54,widowed,female,14,11.508
117000,71,210,53,married,male,12,30.357
17000,67,201,54,married,male,12,11.116
97000,68,195,48,married,male,13,21.713
59000,73,194,51,married,male,12,NA
90000,68,150,51,married,female,18,89.081
37000,65,200,50,married,female,20,38.607
49000,68,250,53,divorced,female,14,21.982
45000,67,180,49,single,male,12,19.847
45000,66,125,55,widowed,female,12,35.431
12000,66,234,49,married,female,14,59.694
12000,73,185,53,married,male,15,64.625
150,65,142,50,married,female,16,76.359
49000,68,212,51,single,male,12,16.881
61000,66,NA,53,married,female,15,62.443
343830,67,240,48,married,male,16,63.141
22000,73,350,53,married,male,14,72.763
26000,64,140,48,married,female,19,67.272
343830,69,182,49,married,male,20,75.092
23000,68,190,48,married,female,14,42.299
98000,64,130,51,married,female,20,98.982
163000,65,154,48,married,female,16,99.4
95000,64,150,48,married,female,18,76.987
112000,72,185,50,divorced,male,12,51.063
40000,69,180,54,married,male,16,48.318
17000,64,128,54,married,female,16,58.958
110000,64,155,49,married,male,18,81.031
92000,70,175,52,married,male,14,90.763
78000,72,225,50,married,male,12,79.141
82000,62,200,53,divorced,female,16,65.907
90000,71,238,53,married,male,12,72.59
84000,69,215,52,married,male,19,80.348
482,75,290,54,married,male,16,100
20000,61,175,48,separated,female,18,27.639
11560,69,165,55,married,male,13,80.288
38188,70,195,52,married,male,12,35.316
89000,71,205,52,married,male,12,52.847
45000,75,235,48,married,male,15,95.206
47000,63,220,49,single,female,17,87.896
72000,68,180,53,married,male,16,73.196
46000,65,275,54,married,female,12,73.678
30000,63,120,50,married,female,12,41.012
43000,67,135,48,divorced,female,12,46.63
95000,65,135,55,married,female,14,41.65
85000,73,250,54,single,male,15,76.206
110000,66,138,51,divorced,female,14,77.549
35000,64,115,49,married,female,17,75.246
40000,65,141,52,divorced,female,16,89.754
32000,64,158,54,married,female,14,86.745
14000,65,140,50,married,female,16,93.457
13000,64,136,55,married,female,18,96.365
170000,71,200,49,married,male,17,100
41000,63,180,52,married,female,13,92.486
9000,62,NA,54,married,female,16,68.906
60000,61,136,54,married,female,16,27.003
21000,65,180,48,separated,female,8,0
69000,74,299,51,married,male,10,12.346
53288,65,203,53,married,female,12,70.65
48000,68,165,48,divorced,female,18,NA
25500,67,160,49,divorced,female,12,44.827
52600,72,180,48,married,male,12,28.581
40000,63,113,53,married,female,14,NA
26000,65,140,50,married,female,14,14.135
49000,63,158,50,married,female,14,25.83
40000,66,128,49,married,female,18,83.153
77000,66,160,49,single,male,16,63.241
100000,74,280,51,married,male,16,96.279
60000,68,140,49,divorced,female,13,82.154
80000,75,250,48,married,male,16,88.224
21411,64,120,55,married,female,12,43.428
72000,72,205,53,married,male,14,94.705
705,64,215,48,married,female,18,97.109
90000,78,233,50,divorced,male,12,18.838
125000,70,192,50,married,male,12,30.285
140000,70,180,50,divorced,male,12,12.607
25000,64,190,51,married,female,12,18.263
80000,72,210,48,married,male,12,39.476
62000,68,220,55,married,female,13,65.371
75000,65,130,54,married,male,13,14.447
50000,64,155,53,divorced,male,14,23.172
89000,64,166,54,married,female,16,83.037
42000,67,148,52,married,female,12,34.632
150000,70,230,51,married,male,16,49.9
31500,65,130,50,married,female,12,21.083
50000,76,245,49,divorced,male,12,66.416
50000,72,230,55,married,male,12,56.788
50000,69,250,55,married,male,15,51.167
82330,65,160,55,married,male,12,36.121
29191,63,130,52,married,female,14,63.829
93000,70,236,48,married,male,16,91.675
49000,61,130,55,married,female,12,43.096
110000,65,170,53,married,female,14,56.313
18000,62,150,50,married,female,12,21.706
25000,67,180,51,married,male,11,NA
40000,67,150,50,divorced,female,12,81.893
2000,64,118,48,married,female,12,19.351
34000,75,185,51,married,male,12,18.312
6000,64,94,50,married,female,12,74.184
139000,68,190,54,married,male,18,99.396
35000,77,258,49,married,male,12,26.619
16000,67,160,54,married,female,12,5.699
71000,76,213,52,married,male,18,33.591
12000,76,255,49,divorced,male,14,40.802
25000,59,125,49,married,female,12,13.607
17212,64,155,49,married,female,12,61.807
62500,66,134,51,divorced,female,14,27.02
4000,65,143,51,married,female,12,58.406
55000,73,215,52,married,male,16,95.493
54000,65,150,54,divorced,female,13,65.807
16000,67,180,52,married,female,12,53.789
110000,72,275,54,married,male,15,85.393
95906,65,NA,52,married,female,19,92.404
30000,67,136,54,married,female,12,38.672
37500,75,237,55,divorced,male,14,67.319
216,73,240,50,divorced,male,11,17.587
33500,70,195,51,single,male,11,36.551
16801,63,154,55,single,female,11,12.436
36000,66,170,49,divorced,female,14,40.382
75000,62,168,48,married,female,15,55.054
45000,66,170,49,divorced,female,13,23.819
7000,61,200,50,married,female,12,29.121
60000,70,245,52,married,male,12,62.616
108000,63,200,50,widowed,female,16,95.741
45000,66,NA,48,married,female,14,83.704
26000,68,150,50,divorced,male,12,78.494
54000,61,128,48,widowed,female,10,65.232
10000,62,135,54,married,female,12,30.231
15392,68,155,52,married,female,12,26.054
50000,66,160,51,married,female,12,34.815
150000,66,150,49,married,female,16,72.743
110000,66,230,53,married,male,12,83.662
54000,69,230,48,married,male,12,4.231
1000,74,330,54,divorced,male,12,16.231
34000,68,199,52,married,male,12,25.734
16000,64,180,50,married,female,12,29.205
53000,73,220,49,divorced,male,12,19.175
64000,72,226,51,married,male,12,4.347
21000,71,200,50,married,female,14,99.639
55000,69,215,48,married,female,14,98.092
70000,72,170,54,married,male,12,28.797
64000,67,205,49,married,male,12,17.919
48000,71,250,53,married,male,12,75.229
130000,75,210,54,married,male,16,55.513
343830,70,195,51,married,male,18,77.911
109000,67,140,49,married,male,19,99.022
2912,59,115,53,married,female,11,18.188
40000,64,135,50,divorced,female,14,NA
57280,74,170,55,married,male,14,76.091
82000,71,195,51,married,male,17,71.155
40274,72,224,53,married,male,12,51.56
52000,68,140,53,divorced,male,14,90.906
40000,70,170,50,married,male,12,61.802
52300,70,180,49,married,male,12,71.054
40000,66,192,53,married,female,12,29.377
80000,75,245,52,married,male,12,40.522
11700,67,147,53,married,female,14,54.584
55000,72,240,53,married,male,12,21.334
26000,64,285,48,married,female,16,79.229
85000,72,205,55,married,male,16,62.217
75000,66,175,52,married,female,12,61.383
42000,71,220,50,married,male,12,26.294
60000,63,160,54,divorced,female,12,74.851
30000,65,179,51,divorced,female,12,57.872
74000,69,170,55,divorced,male,16,90.06
18941,61,106,52,divorced,female,14,50.181
5000,66,145,52,married,female,12,45.548
7000,70,210,50,divorced,male,12,41.128
45932,66,248,53,married,female,20,91.863
35000,71,150,49,divorced,male,12,91.974
107000,70,225,54,married,male,17,78.008
45000,71,275,51,married,male,18,88.649
40000,74,218,51,married,male,12,38.967
55000,74,250,50,married,male,16,92.432
39788,65,190,50,married,female,16,93.901
27000,61,132,48,married,female,16,92.207
51000,64,186,54,divorced,female,16,47.68
85000,71,220,53,married,male,12,59.848
9000,64,145,50,divorced,female,16,79.523
43600,67,365,48,married,female,15,95.098
5000,63,150,49,divorced,female,12,NA
24000,69,160,48,divorced,male,10,14.817
5000,64,135,50,married,female,10,14.534
49000,64,NA,48,married,female,18,57.089
50000,66,150,54,widowed,female,12,12.785
21000,71,190,48,married,male,12,1.107
69000,67,210,48,married,female,16,33.724
18000,67,158,49,married,female,12,12.016
110000,65,210,52,married,female,16,50.502
17000,60,170,48,married,female,12,10.147
15000,67,210,48,married,male,12,6.285
5700,66,155,51,married,female,14,38.955
24000,63,175,54,widowed,female,12,17.578
343830,70,190,52,married,male,20,99.384
115000,70,185,47,married,male,16,78.493
85000,71,175,51,divorced,male,14,90.283
34000,65,130,49,married,female,19,90.778
110000,64,194,50,married,female,16,67.885
53000,73,200,49,married,male,16,87.409
61000,64,180,51,married,female,16,NA
343830,71,190,54,married,male,16,74.984
160000,72,220,53,divorced,male,16,76.418
25000,66,168,52,married,female,16,38.054
343830,74,205,53,single,male,20,95.345
170000,65,200,51,single,male,19,97.84
20000,73,165,50,divorced,male,10,33.068
80000,70,160,54,married,male,11,40.937
4500,63,145,49,single,female,12,23.181
18989,62,125,50,married,female,12,11.84
28000,64,180,55,divorced,male,12,48.52
55000,61,165,55,married,male,14,49.905
79000,61,128,53,married,female,14,71.213
45000,72,236,55,married,male,13,37.08
125000,72,185,53,married,male,16,86.836
85000,69,200,52,married,male,12,87.553
33500,63,164,52,married,female,18,57.749
54651,72,260,51,married,male,12,NA
66200,70,190,50,married,male,16,76.789
72000,70,190,50,married,female,16,89.157
30000,68,175,49,married,female,14,47.308
27000,69,155,55,married,female,12,29.347
63000,70,255,52,divorced,male,12,83.258
80000,68,180,52,married,male,12,53.708
30000,69,210,49,divorced,male,12,67.589
30000,67,180,54,married,female,14,40.026
24500,65,140,52,married,female,12,74.917
26000,67,215,55,widowed,female,14,87.574
98600,77,350,49,single,male,12,99.473
27000,64,170,50,married,female,15,83.973
55000,61,110,53,married,female,12,69.238
80000,63,160,51,married,female,12,44.255
28000,64,172,51,single,female,12,34.888
35000,65,125,52,married,female,12,68.557
9300,62,154,50,married,female,12,31.36
66000,66,192,52,divorced,female,14,79.579
17000,66,185,52,single,male,16,95.983
